epoch,classification_accuracy,classification_loss,learning_rate,loss,segmentation_dice_score,segmentation_iou_score,segmentation_loss,val_classification_accuracy,val_classification_loss,val_loss,val_segmentation_dice_score,val_segmentation_iou_score,val_segmentation_loss
0,0.27515724301338196,1.4052422046661377,0.0010000000474974513,3.141798496246338,0.1562410145998001,0.09408745914697647,1.7365562915802002,0.11949685215950012,1.389930009841919,2.8857083320617676,0.26375439763069153,0.17487463355064392,1.4910995960235596
1,0.2555031478404999,1.3779594898223877,0.0010000000474974513,2.4052321910858154,0.504738986492157,0.3715381622314453,1.0272736549377441,0.24842767417430878,3.38226056098938,9.64582633972168,0.062184400856494904,0.03255481272935867,6.242682456970215
2,0.2653301954269409,1.3713663816452026,0.0010000000474974513,2.2657978534698486,0.5700712203979492,0.43504631519317627,0.8944319486618042,0.24528302252292633,1.4127079248428345,3.2686045169830322,0.2882470488548279,0.1819601207971573,1.8513004779815674
3,0.2830188572406769,1.3702770471572876,0.0010000000474974513,2.1989927291870117,0.6021246910095215,0.4669564664363861,0.8287155628204346,0.35849055647850037,1.3232612609863281,2.390655279159546,0.4893759787082672,0.3675553500652313,1.0631760358810425
4,0.27397799491882324,1.3657766580581665,0.0010000000474974513,2.173351764678955,0.6133564710617065,0.4831695556640625,0.8075752258300781,0.3522012531757355,1.3550128936767578,2.2508058547973633,0.5656803250312805,0.4472792148590088,0.8920607566833496
